,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
4982,0,0,0,0,9,False
4983,20,51,206,176,9,False
4984,0,0,0,0,3,False
4985,0,0,0,0,57,False
4986,0,0,0,0,15,False
4987,0,0,0,0,3,False
4988,9,5,16,10,3,False
4989,0,0,0,0,3,False
4991,0,0,0,0,7,False
4992,39,168,538,443,76,False
4993,13,46,172,168,5,False
4995,0,0,0,0,3,False
4996,0,0,0,0,11,False
4997,0,0,0,0,9,False
4998,15,17,51,38,9,False
4999,0,0,0,0,3,False
5000,0,0,0,0,7,False
5001,0,0,0,0,13,False
5003,0,0,0,0,21,False
5004,0,0,0,0,21,False
5005,0,0,0,0,21,False
5006,0,0,0,0,39,False
5007,0,0,0,0,31,False
5008,0,0,0,0,31,False
5011,0,0,0,0,13,False
5013,0,0,0,0,21,False
5014,0,0,0,0,17,False
5015,0,0,0,0,3,False
5016,0,0,0,0,7,False
5017,0,0,0,0,13,False
5018,0,0,0,0,9,False
5019,0,0,0,0,31,False
5020,0,0,0,0,54,False
5022,0,0,0,0,15,False
5023,0,0,0,0,35,False
5024,0,0,0,0,3,False
5025,0,0,0,0,23,False
5026,0,0,0,0,21,False
5028,0,0,0,0,33,False
5029,13,25,71,54,5,False
5030,11,24,40,33,7,False
5031,6,5,8,6,1,False
5032,0,0,0,0,17,False
5033,0,0,0,0,27,False
5034,0,0,0,0,19,False
5035,0,0,0,0,19,False
5036,0,0,0,0,21,False
5037,0,0,0,0,17,False
5038,0,0,0,0,27,False
5040,0,0,0,0,21,False
5041,0,0,0,0,21,False
5042,0,0,0,0,11,False
5043,0,0,0,0,9,False
5045,19,14,59,42,13,False
5047,4,1,4,1,1,False
5048,8,5,19,13,3,False
5049,16,17,44,27,7,False
5050,14,30,102,89,9,False
5051,11,11,73,41,9,False
5052,13,15,42,25,5,False
5053,13,16,101,36,21,False
5054,9,13,31,23,7,False
5055,6,2,10,4,3,False
5058,9,30,50,53,39,False
5059,7,7,19,9,7,False
5061,14,8,20,12,5,False
5062,21,36,177,120,13,False
5063,0,0,0,0,19,False
5065,0,0,0,0,15,False
5066,16,10,30,22,5,False
5069,15,18,51,33,9,False
5070,12,7,27,15,3,False
5071,10,10,27,16,5,False
5072,14,5,19,10,5,False
5074,0,0,0,0,3,False
5076,0,0,0,0,5,False
5079,0,0,0,0,7,False
5081,0,0,0,0,9,False
5082,0,0,0,0,5,False
5083,21,26,98,64,11,False
5084,0,0,0,0,19,False
5085,10,8,27,8,5,False
5087,0,0,0,0,19,False
5088,0,0,0,0,13,False
5089,0,0,0,0,3,False
5090,10,4,14,6,3,False
5091,18,19,95,73,19,False
5092,7,4,19,6,5,False
5093,11,6,15,10,5,False
5094,13,7,17,11,5,False
5095,9,5,18,12,5,False
5098,17,12,39,23,9,False
5099,0,0,0,0,13,False
5100,5,4,7,4,1,False
5101,6,2,7,2,1,False
5103,8,3,10,4,3,False
5104,12,13,36,29,5,False
5105,0,0,0,0,55,False
5106,14,9,26,16,5,False
5108,20,13,42,20,13,False
5109,13,13,30,20,7,False
5110,11,6,15,9,5,False
5113,12,14,30,18,5,False
5115,9,5,29,17,1,False
5116,30,34,74,47,9,False
5120,15,14,44,35,11,False
5122,21,22,58,30,13,False
5123,14,16,47,30,8,False
5124,11,17,99,61,37,False
5126,12,16,33,26,5,False
5127,6,2,6,2,1,False
5128,7,4,13,4,3,False
5130,9,4,14,7,1,False
5131,18,46,137,114,13,False
5133,0,0,0,0,5,False
5134,9,4,18,12,7,False
5135,0,0,0,0,13,False
5136,0,0,0,0,23,False
5137,0,0,0,0,11,False
5140,0,0,0,0,1,False
5141,0,0,0,0,11,False
5142,17,11,26,17,9,False
5143,0,0,0,0,1,False
5144,0,0,0,0,11,False
5145,0,0,0,0,7,False
5146,0,0,0,0,8,False
5147,0,0,0,0,8,False
5148,14,11,53,40,15,False
5149,0,0,0,0,43,False
5151,17,7,50,31,11,False
5152,12,5,17,10,5,False
5155,13,12,54,35,11,False
5156,9,5,18,12,5,False
5160,19,37,505,269,27,False
5161,15,13,31,21,5,False
5162,15,14,33,23,5,False
5163,13,13,28,20,5,False
5164,12,15,27,20,5,False
5165,14,12,30,21,5,False
5166,15,13,32,21,5,False
5167,15,13,34,23,7,False
5171,0,0,0,0,31,False
5173,4,1,4,1,1,False
5179,7,24,56,54,21,False
5180,17,6,40,19,9,False
5181,13,8,31,18,9,False
5182,11,8,14,11,5,False
5183,12,12,31,18,6,False
5184,7,10,18,16,3,False
5185,8,34,51,48,3,False
5186,13,19,51,33,3,False
5187,20,23,80,59,20,False
5188,19,27,91,65,13,False
5189,9,6,12,10,3,False
5192,17,35,52,75,7,False
5193,11,20,67,58,5,False
5195,13,7,19,12,5,False
5196,16,33,75,59,21,False
5199,0,0,0,0,7,False
5200,18,22,115,68,28,False
5201,11,7,14,9,3,False
5203,7,2,7,2,1,False
5206,10,6,15,8,3,False
5207,17,11,26,17,9,False
5208,4,1,5,1,1,False
5213,11,5,15,7,1,False
5214,0,0,0,0,5,False
5215,16,7,38,18,13,False
5216,28,40,149,97,9,False
5219,10,4,16,5,3,False
5221,12,7,45,25,7,False
5223,10,10,27,16,5,False
5224,10,10,26,16,5,False
5225,9,8,18,13,3,False
5227,12,6,18,9,3,False
5243,8,7,27,22,7,False
5244,18,13,39,25,9,False
5245,12,7,31,14,7,False
5247,25,24,79,40,15,False
5249,21,22,76,45,13,False
5255,6,5,28,13,1,False
5256,6,15,36,27,13,False
5257,0,0,0,0,5,False
5258,0,0,0,0,9,False
5259,13,9,40,28,13,False
5260,12,6,21,18,7,False
5261,10,4,17,10,5,False
5262,12,7,19,10,3,False
5263,10,5,22,12,5,False
5264,21,22,104,48,17,False
5265,13,16,55,39,17,False
5266,11,10,22,16,5,False
5268,10,11,68,33,25,False
5269,0,0,0,0,25,False
5271,15,12,27,15,3,False
5272,10,13,26,17,1,False
5273,5,5,7,5,1,False
5274,17,16,76,53,17,False
5276,6,7,16,11,5,False
5277,19,27,65,47,7,False
5278,0,0,0,0,9,False
5279,17,7,30,17,9,False
5280,0,0,0,0,37,False
5281,7,4,10,4,3,False
5282,0,0,0,0,9,False
5283,13,7,27,17,3,False
5284,8,6,13,8,1,False
5285,29,49,340,207,27,False
5290,8,11,53,27,1,False
5291,8,15,39,22,17,False
5292,15,14,29,21,7,False
5294,5,6,14,7,5,False
5295,23,33,203,118,24,False
5296,9,3,16,5,3,False
5297,0,0,0,0,23,False
5300,8,8,18,8,7,False
5303,11,7,16,9,3,False
5306,22,23,67,44,11,False
5307,11,12,56,28,19,False
5308,11,14,72,36,25,False
5309,16,8,37,25,7,False
5310,20,22,47,39,13,False
5311,0,0,0,0,69,False
5312,17,14,61,41,19,False
5313,11,7,33,22,9,False
5317,7,3,13,8,3,False
5319,18,12,74,40,11,False
5321,0,0,0,0,5,False
5322,7,5,9,6,1,False
5325,11,5,16,10,5,False
5326,0,0,0,0,9,False
5328,11,8,33,10,6,False
5331,5,4,9,4,3,False
5333,13,16,35,25,5,False
5334,12,6,36,16,15,False
5335,13,14,43,29,7,False
5336,14,8,19,12,5,False
5337,17,15,82,39,9,False
5339,0,0,0,0,3,False
5341,6,1,6,1,1,False
5342,19,10,55,32,15,False
5344,13,5,44,30,15,False
5345,8,13,37,24,9,False
5346,12,6,16,10,5,False
5347,20,14,55,33,9,False
5348,11,7,18,11,3,False
5350,10,6,15,9,5,False
5351,10,5,19,11,3,False
5352,9,4,17,10,3,False
5353,9,6,19,12,3,False
5354,17,11,61,40,15,False
5355,16,12,35,24,13,False
5356,14,11,27,20,11,False
5358,14,7,45,29,11,False
5359,12,8,26,16,5,False
5360,0,0,0,0,19,False
5361,15,15,72,40,15,False
5362,16,20,51,31,5,False
5371,14,8,43,26,15,False
5372,14,13,46,31,7,False
5375,0,0,0,0,3,False
5380,26,53,279,198,22,False
5382,14,6,18,9,1,False
5383,13,5,16,8,1,False
5384,7,3,7,3,1,False
5387,11,9,26,16,5,False
5388,0,0,0,0,11,False
5390,20,29,73,49,14,False
5391,17,44,105,89,7,False
5392,5,3,9,4,1,False
5393,0,0,0,0,9,False
5394,14,9,61,24,3,False
5395,10,21,138,73,55,False
5403,9,26,80,58,23,False
5404,15,9,33,23,7,False
5405,13,10,26,18,9,False
5406,18,17,51,29,9,False
5407,16,16,39,23,9,False
5408,13,16,44,28,8,False
5409,14,15,33,17,7,False
5410,17,22,82,68,13,False
5413,19,16,56,35,17,False
5415,11,3,15,6,3,False
5416,10,3,13,6,3,False
5417,0,0,0,0,7,False
5418,11,6,15,8,3,False
5419,14,8,39,15,9,False
5420,10,6,14,8,3,False
5421,17,14,77,49,9,False
5422,23,45,365,261,49,False
5423,25,92,436,324,53,False
5424,11,21,37,31,7,False
5425,12,6,24,12,9,False
5426,5,2,5,2,1,False
5427,0,0,0,0,11,False
5428,16,23,77,45,11,False
5429,0,0,0,0,48,False
5430,0,0,0,0,7,False
5432,0,0,0,0,50,False
5433,0,0,0,0,17,False
5434,13,16,62,42,9,False
5435,0,0,0,0,27,False
5437,8,7,11,8,1,False
5438,0,0,0,0,27,False
5440,0,0,0,0,29,False
5441,10,6,18,12,3,False
5444,0,0,0,0,21,False
5446,20,9,45,29,13,False
5447,16,35,110,81,21,False
5448,8,6,17,9,1,False
5453,11,7,20,12,1,False
5454,17,18,67,38,9,False
5455,9,10,22,16,5,False
5456,0,0,0,0,7,False
5459,9,12,27,20,3,False
5461,19,16,83,42,21,False
5463,13,9,28,18,11,False
5469,8,8,17,10,3,False
5471,7,5,9,5,1,False
5473,7,4,8,4,1,False
5474,7,7,11,7,1,False
5475,7,7,11,7,1,False
5476,7,5,8,5,1,False
5477,11,12,33,20,6,False
5478,9,16,28,24,3,False
5479,9,11,20,16,3,False
5480,14,18,132,106,49,False
5481,10,3,15,8,5,False
5485,11,6,17,10,3,False
5488,7,4,13,6,1,False
5492,10,3,17,5,3,False
5495,10,7,22,11,1,False
5496,11,6,32,18,5,False
5498,6,1,6,1,1,False
5499,24,29,96,51,24,False
5500,14,12,34,21,7,False
5501,10,11,22,13,1,False
5502,0,0,0,0,14,False
5503,10,6,13,7,3,False
5505,20,41,135,98,15,False
5506,14,14,31,23,11,False
5507,14,8,52,22,3,False
5509,14,12,22,16,5,False
5511,19,14,34,22,7,False
5512,0,0,0,0,7,False
5513,16,33,62,45,7,False
5514,14,12,42,22,3,False
5515,13,13,32,23,9,False
5516,9,9,36,19,1,False
5517,16,18,78,58,14,False
5518,15,9,36,24,13,False
5520,18,37,245,216,53,False
5523,8,7,18,14,5,False
5524,11,9,33,10,6,False
5525,19,15,83,43,7,False
5529,16,8,32,16,5,False
5531,6,12,29,16,11,False
5532,17,9,33,20,11,False
5533,4,4,7,4,1,False
5535,0,0,0,0,5,False
5537,15,27,98,74,7,False
5538,15,13,41,25,3,False
5540,7,3,8,4,1,False
5542,12,11,24,13,3,False
5548,11,10,16,12,7,False
5549,21,41,138,120,19,False
5550,17,36,117,98,9,False
5551,13,13,46,34,5,False
5552,0,0,0,0,9,False
5553,0,0,0,0,5,False
5556,0,0,0,0,15,False
5557,9,11,36,30,9,False
5558,17,11,51,29,17,False
5567,17,20,68,47,19,False
5568,16,22,58,44,11,False
5569,5,7,15,10,7,False
5570,10,5,28,10,6,False
5571,12,5,17,10,5,False
5572,8,7,23,12,1,False
5573,21,9,128,75,39,False
5574,5,8,19,10,7,False
5575,17,14,60,35,18,False
5577,0,0,0,0,15,False
5578,0,0,0,0,163,False
5579,0,0,0,0,31,False
5580,10,10,28,15,3,False
5581,14,16,44,16,9,False
5584,11,12,32,20,6,False
5585,10,5,19,8,1,False
5586,13,11,42,22,1,False
5587,18,14,77,46,7,False
5588,19,29,103,74,21,False
5590,11,5,14,6,1,False
5591,7,4,8,5,1,False
5592,8,5,13,7,1,False
5593,8,4,17,8,1,False
5594,3,1,3,1,1,False
5598,5,2,5,2,1,False
5601,13,5,19,10,7,False
5602,4,10,16,15,1,False
5603,6,14,21,16,3,False
5604,9,12,17,13,3,False
5605,30,68,299,230,28,False
5606,7,22,46,40,1,False
5607,32,48,288,215,25,False
5608,12,8,18,11,5,False
5610,13,8,19,11,5,False
5612,8,25,47,38,1,False
5614,8,24,44,37,1,False
5616,6,3,7,4,3,False
5617,3,2,3,2,1,False
5619,8,16,31,23,1,False
5620,17,31,104,64,17,False
5621,11,11,27,16,3,False
5622,14,11,30,16,3,False
5623,12,11,26,15,3,False
5624,11,11,25,15,3,False
5625,11,13,29,18,3,False
5626,11,12,26,16,3,False
5629,11,11,23,14,3,False
5631,11,14,25,16,3,False
5632,13,21,50,38,5,False
5633,22,17,88,45,15,False
5634,16,12,38,20,3,False
5635,21,40,171,119,23,False
5636,16,20,46,28,7,False
5637,14,22,56,36,7,False
5638,14,10,22,12,3,False
5639,12,27,63,41,7,False
5640,10,10,20,12,3,False
5641,16,14,34,18,5,False
5642,16,13,28,20,5,False
5643,14,16,41,23,7,False
5644,11,11,25,15,3,False
5645,16,27,95,62,11,False
5646,17,36,81,51,13,False
5647,16,26,65,41,9,False
5648,13,13,28,18,5,False
5651,11,14,32,20,3,False
5652,15,9,23,15,5,False
5653,17,20,59,33,13,False
5654,14,11,27,15,3,False
5655,10,7,16,7,5,False
5656,12,7,20,8,5,False
5659,26,27,87,57,9,False
5660,14,24,96,69,8,False
5661,5,12,19,16,3,False
5662,6,5,9,7,3,False
5663,11,8,18,11,3,False
5664,11,11,23,14,3,False
5666,12,11,24,14,3,False
5668,11,14,27,17,3,False
5669,0,0,0,0,9,False
5670,13,11,25,14,3,False
5671,16,14,34,27,5,False
5672,5,9,17,15,1,False
5673,0,0,0,0,7,False
5674,9,8,18,10,3,False
5675,11,19,37,32,9,False
5676,9,5,14,5,7,False
5677,21,19,76,37,10,False
5678,11,7,22,11,3,False
5679,19,31,87,59,11,False
5680,21,32,91,60,9,False
5681,0,0,0,0,9,False
5682,19,17,45,25,7,False
5683,20,37,70,53,15,False
5686,17,20,64,46,9,False
5688,22,18,75,45,7,False
5689,15,15,58,34,5,False
5690,21,28,156,83,15,False
5691,17,12,39,24,7,False
5692,17,20,59,34,11,False
5693,13,12,25,17,3,False
5694,15,10,26,16,5,False
5695,17,8,28,14,3,False
5699,15,9,24,14,5,False
5700,11,10,21,15,3,False
5701,23,19,69,37,9,False
5702,17,12,41,21,5,False
5703,15,16,38,22,7,False
5704,18,16,49,27,7,False
5705,21,25,77,49,11,False
5706,18,22,65,39,9,False
5707,16,24,68,43,9,False
5708,17,26,78,45,11,False
5709,16,16,44,22,5,False
5710,11,11,27,16,3,False
5711,19,26,74,48,7,False
5712,19,31,83,58,9,False
5713,0,0,0,0,9,False
5714,19,16,41,23,7,False
5715,20,38,72,55,15,False
5716,14,8,111,45,5,False
5717,15,16,77,48,5,False
5719,14,10,28,15,3,False
5720,16,13,40,22,7,False
5721,12,11,28,16,3,False
5722,15,22,45,30,5,False
5724,7,5,11,8,3,False
5726,22,42,171,105,11,False
5727,15,12,34,18,3,False
5728,18,10,37,21,5,False
5729,18,15,52,30,5,False
5730,10,15,29,19,3,False
5731,12,15,70,38,3,False
5732,11,12,26,16,3,False
5733,16,11,40,18,13,False
5734,9,5,15,7,3,False
5735,9,3,14,5,3,False
5736,16,20,66,38,5,False
5738,12,14,28,17,3,False
5741,9,13,54,33,3,False
5742,8,8,18,9,3,False
5743,15,11,29,15,3,False
5744,19,36,175,113,19,False
5745,24,23,125,65,17,False
5746,13,9,41,26,7,False
5747,15,18,46,38,11,False
5748,15,8,35,20,11,False
5749,11,8,27,14,7,False
5750,8,13,21,16,3,False
5751,14,6,31,16,9,False
5752,10,10,19,13,5,False
5753,15,10,42,23,13,False
5754,9,6,16,8,3,False
5756,4,4,6,5,1,False
5757,4,6,9,8,1,False
5760,4,6,8,7,1,False
5761,4,7,9,8,1,False
5762,17,32,63,52,11,False
5763,5,8,12,10,1,False
5766,17,23,60,44,11,False
5767,24,31,56,45,5,False
5770,24,34,83,66,8,False
5772,12,21,50,39,7,False
5773,12,21,50,39,7,False
5774,12,21,50,39,7,False
5776,3,1,3,1,1,False
5779,6,8,14,10,1,False
5780,14,20,47,37,9,False
5781,10,8,30,24,11,False
5782,5,6,9,6,1,False
5783,12,14,28,19,5,False
5785,10,3,12,3,1,False
5786,9,3,10,3,1,False
5788,5,5,9,5,3,False
5789,32,41,284,163,72,False
5790,32,41,284,163,72,False
5791,32,44,314,176,75,False
5792,12,12,52,31,7,False
5793,22,27,161,106,35,False
5794,14,12,109,65,9,False
5795,21,40,119,73,15,False
5798,26,41,306,215,69,False
5800,0,0,0,0,33,False
5801,8,16,30,20,1,False
5802,0,0,0,0,33,False
5803,0,0,0,0,49,False
5804,16,8,82,40,17,False
5805,19,21,138,90,19,False
5806,16,12,36,25,7,False
5807,17,16,42,37,9,False
5808,12,9,22,17,5,False
5809,26,26,297,168,47,False
5810,15,17,69,49,17,False
5811,14,13,29,24,5,False
5813,11,23,56,44,5,False
5814,11,27,84,65,3,False
5815,21,52,203,165,31,False
5816,12,28,80,63,7,False
5817,20,46,125,108,19,False
5818,12,35,91,74,5,False
5820,15,16,72,44,15,False
5821,11,11,22,19,9,False
5822,19,16,117,47,7,False
5823,21,22,256,102,15,False
5824,12,6,19,8,3,False
5826,14,19,55,34,9,False
5827,8,5,11,8,3,False
5828,13,9,31,18,5,False
5829,0,0,0,0,9,False
5831,7,27,68,70,21,False
5832,13,10,32,19,3,False
5833,19,18,71,28,12,False
5834,0,0,0,0,15,False
5838,5,1,5,1,1,False
5841,14,15,82,67,11,False
5842,14,30,204,131,15,False
5843,13,10,39,30,11,False
5844,8,10,19,11,3,False
5845,9,11,16,14,3,False
5846,5,3,6,4,1,False
5847,12,14,28,19,3,False
5848,14,18,49,33,13,False
5849,8,30,51,47,3,False
5850,11,14,37,24,1,False
5851,12,15,33,25,5,False
5852,7,43,157,100,1,False
5853,8,8,41,26,1,False
5855,21,46,390,283,29,False
5856,14,16,41,33,3,False
5857,14,42,117,108,17,False
5858,8,23,227,142,1,False
5859,0,0,0,0,29,False
5860,0,0,0,0,4,False
5863,10,15,43,35,7,False
5864,0,0,0,0,5,False
5865,13,11,22,18,5,False
5866,8,6,19,14,3,False
5867,8,9,31,22,3,False
5868,5,12,18,16,1,False
5869,9,3,11,3,1,False
5870,6,23,51,46,1,False
5871,10,6,13,7,5,False
5872,9,11,46,32,3,False
5873,10,7,28,14,1,False
5875,0,0,0,0,5,False
5877,4,4,13,8,1,False
5878,14,17,39,25,3,False
5879,13,17,39,26,3,False
5880,12,7,17,9,7,False
5881,6,5,12,8,3,False
5882,23,69,335,227,25,False
5883,7,30,47,42,1,False
5884,8,25,78,67,3,False
5885,13,16,76,44,3,False
5886,13,26,90,84,7,False
5887,16,30,148,85,1,False
5888,7,32,75,75,3,False
5889,9,5,22,10,1,False
5890,0,0,0,0,5,False
5892,11,13,25,20,1,False
5894,11,35,103,91,11,False
5895,6,4,27,19,3,False
5896,16,12,48,25,5,False
5897,8,33,53,50,1,False
5898,5,4,8,6,1,False
5899,7,8,22,16,1,False
5900,8,8,28,19,1,False
5901,7,4,50,32,3,False
5902,22,80,532,474,37,False
5903,6,5,8,8,3,False
5904,7,5,11,9,3,False
5905,15,20,67,39,11,False
5906,10,28,202,200,3,False
5907,26,31,105,74,10,False
5909,24,30,104,73,10,False
5910,4,2,5,2,1,False
5912,6,20,45,40,1,False
5913,0,0,0,0,5,False
5914,11,21,138,116,17,False
5915,8,57,132,115,7,False
5916,14,105,312,292,7,False
5917,4,2,10,6,1,False
5918,6,5,7,5,1,False
5919,5,13,24,21,1,False
5921,6,4,16,11,1,False
5922,22,19,70,43,10,False
5923,4,2,46,30,1,False
5924,6,7,13,13,3,False
5925,15,20,78,41,15,False
5926,3,3,5,3,1,False
5929,8,3,10,5,3,False
5931,7,5,10,7,1,False
5932,8,10,80,56,1,False
5933,10,13,31,19,1,False
5934,5,4,8,5,1,False
5935,7,4,9,8,3,False
5936,4,3,10,6,1,False
5941,3,5,9,8,1,False
5942,8,13,25,24,3,False
5943,20,38,660,458,45,False
5944,9,8,21,10,1,False
5945,7,7,35,26,3,False
5946,5,4,40,24,1,False
5947,3,14,27,26,1,False
5948,5,2,25,12,1,False
5949,11,8,21,16,5,False
5950,16,11,31,25,9,False
5951,8,12,37,33,5,False
5952,8,14,21,20,3,False
5953,13,13,51,39,9,False
5954,12,31,78,70,5,False
5955,13,19,104,71,7,False
5956,7,10,31,19,1,False
5957,8,6,17,10,3,False
5958,6,6,11,11,3,False
5959,6,3,16,7,1,False
5960,13,84,724,564,1,False
5961,6,20,45,40,1,False
5962,6,7,17,11,1,False
5963,12,19,292,206,5,False
5964,7,7,37,35,7,False
5965,7,5,28,15,1,False
5966,5,2,13,6,1,False
5967,6,3,40,16,1,False
5968,11,5,48,19,1,False
5969,15,13,86,42,3,False
5970,20,154,763,698,21,False
5971,6,23,49,44,1,False
5972,7,8,13,12,3,False
5973,3,4,7,6,1,False
5974,0,0,0,0,5,False
5975,13,24,66,58,5,False
5976,14,24,67,58,5,False
5977,9,6,61,31,1,False
5978,6,5,73,30,1,False
5979,0,0,0,0,7,False
5980,12,12,45,32,5,False
5981,12,21,55,50,7,False
5982,12,18,36,31,5,False
5983,8,21,40,32,5,False
5984,12,29,84,71,7,False
5985,3,2,3,2,1,False
5986,8,13,22,15,3,False
5987,15,37,134,95,29,False
5988,6,3,8,4,1,False
5989,13,10,198,102,5,False
5990,6,4,7,4,3,False
5991,13,34,180,146,15,False
5992,17,35,100,70,21,False
5993,11,6,26,11,3,False
5995,0,0,0,0,37,False
5996,21,46,213,127,33,False
5997,31,74,229,173,45,False
5998,12,9,25,13,3,False
5999,5,10,20,13,7,False
6000,5,15,24,19,3,False
6003,0,0,0,0,7,False
6004,19,18,59,46,13,False
6005,21,39,128,101,25,False
6006,7,10,48,38,7,False
6007,11,8,40,28,5,False
6008,0,0,0,0,15,False
6009,0,0,0,0,7,False
6010,16,15,64,39,11,False
6011,16,16,70,43,13,False
6012,14,28,67,52,5,False
6013,12,5,23,13,7,False
6014,26,38,261,161,19,False
6015,14,9,69,24,7,False
6017,18,20,49,37,5,False
6018,9,5,21,11,5,False
6019,0,0,0,0,41,False
6020,13,8,34,21,9,False
6021,0,0,0,0,69,False
6022,0,0,0,0,51,False
6023,17,12,49,39,15,False
6025,15,48,142,124,7,False
6026,9,5,23,14,3,False
6027,16,28,105,87,19,False
6028,17,30,92,78,13,False
6029,7,10,29,19,1,False
6030,17,23,75,49,9,False
6031,0,0,0,0,31,False
6032,9,6,13,7,3,False
6033,12,7,21,13,5,False
6034,12,8,17,12,5,False
6035,20,33,92,73,11,False
6036,20,27,80,61,11,False
6037,0,0,0,0,19,False
6038,0,0,0,0,17,False
6039,7,5,9,6,3,False
6040,7,3,12,4,3,False
6041,19,12,74,39,29,False
6042,22,21,170,92,31,False
6043,14,8,37,20,15,False
6044,0,0,0,0,23,False
6045,0,0,0,0,11,False
6046,0,0,0,0,9,False
6047,4,3,6,3,3,False
6048,19,31,116,97,17,False
6049,20,19,78,48,19,False
6050,10,8,13,8,3,False
6051,0,0,0,0,11,False
6052,12,7,24,17,7,False
6053,17,15,20,15,3,False
6054,9,5,12,8,3,False
6058,6,4,10,4,3,False
6059,5,4,7,4,3,False
6062,17,9,35,20,11,False
6063,0,0,0,0,5,False
6064,11,6,21,13,5,False
6065,8,6,11,6,3,False
6066,15,10,40,21,7,False
6069,10,6,15,10,5,False
6070,7,3,7,3,1,False
6071,0,0,0,0,11,False
6072,16,16,30,18,4,False
6073,6,4,7,5,1,False
6074,11,8,41,36,13,False
6075,6,6,13,8,7,False
6076,8,5,12,5,3,False
6077,20,11,126,76,41,False
6078,9,3,12,7,7,False
6079,7,10,17,10,3,False
6080,27,27,41,30,4,False
6083,16,13,50,31,9,False
6084,18,12,47,29,13,False
6088,0,0,0,0,3,False
6089,0,0,0,0,7,False
6090,16,13,29,18,5,False
6092,8,5,12,9,5,False
6094,15,12,74,34,25,False
6095,6,6,9,6,3,False
6100,24,48,255,147,27,False
6101,8,5,9,6,3,False
6102,10,13,32,25,15,False
6105,12,7,16,13,7,False
6106,11,6,16,10,5,False
6107,11,9,37,28,13,False
6111,0,0,0,0,21,False
6112,9,5,13,7,3,False
6113,20,14,81,50,27,False
6114,14,15,47,33,17,False
6115,10,5,16,9,7,False
6117,16,28,114,72,6,False
6119,0,0,0,0,21,False
6120,20,20,82,52,21,False
6121,20,26,63,44,21,False
6122,19,22,59,46,17,False
6123,0,0,0,0,9,False
6124,11,6,15,10,7,False
6127,0,0,0,0,5,False
6130,20,16,125,54,36,False
6131,14,10,37,18,3,False
6132,16,12,40,25,7,False
6133,9,8,17,12,3,False
6134,14,21,88,57,21,False
6135,18,25,129,58,37,False
6136,11,5,17,5,3,False
6137,24,24,128,59,14,False
6138,9,15,30,19,3,False
6139,15,19,53,31,7,False
6140,15,21,48,31,7,False
6141,15,15,58,31,3,False
6142,9,16,38,23,3,False
6143,8,27,74,58,1,False
6144,6,17,27,22,1,False
6145,6,18,35,28,1,False
6146,12,28,91,58,7,False
6149,9,14,24,20,5,False
6150,12,8,17,12,5,False
6151,4,5,7,6,1,False
6152,3,3,5,4,1,False
6153,16,31,90,66,15,False
6154,16,31,90,66,15,False
6155,4,6,9,8,1,False
6156,21,52,322,170,31,False
6157,10,7,20,11,3,False
6158,18,32,120,84,11,False
6159,46,96,406,238,36,False
6160,30,36,163,86,11,False
6161,17,47,150,109,10,False
6162,9,10,22,17,3,False
6163,8,7,15,9,3,False
6164,8,7,15,9,3,False
6165,23,31,126,74,25,False
6166,14,23,62,46,3,False
6167,6,5,8,5,3,False
6168,28,79,357,286,53,False
6170,9,13,33,22,3,False
6171,17,17,59,44,13,False
6172,12,10,26,21,5,False
6173,17,14,52,39,9,False
6174,6,6,12,9,3,False
6175,17,14,45,35,9,False
6176,17,10,63,33,11,False
6177,23,17,160,49,11,False
6178,15,18,77,47,11,False
6179,23,16,148,44,11,False
6180,19,15,59,38,15,False
6181,20,17,90,52,19,False
6182,23,16,150,45,11,False
6183,26,24,177,132,27,False
6185,14,9,21,17,5,False
6186,10,13,21,20,7,False
6187,11,27,71,61,19,False
6188,11,27,80,61,19,False
6190,7,9,15,11,3,False
6191,8,5,10,6,1,False
6192,15,9,93,56,23,False
6193,9,16,28,24,3,False
6194,13,5,18,8,1,False
6195,9,9,16,11,5,False
6196,12,9,24,14,5,False
6197,21,47,161,103,45,False
6199,0,0,0,0,23,False
6200,0,0,0,0,9,False
6201,0,0,0,0,31,False
6202,22,47,160,116,31,False
6203,6,12,18,14,1,False
6207,14,29,53,35,5,False
6208,17,19,41,26,9,False
6209,9,6,21,10,5,False
6214,0,0,0,0,9,False
6215,18,70,219,171,15,False
6216,26,24,174,75,43,False
6217,13,11,34,17,5,False
6218,17,11,73,37,7,False
6219,16,9,102,42,11,False
6220,0,0,0,0,8,False
6221,1,0,1,0,1,False
6222,13,22,45,33,3,False
6223,8,13,23,17,3,False
6224,16,21,46,29,5,False
6225,15,24,69,47,9,False
6226,8,6,10,8,3,False
6227,12,18,40,28,4,False
6228,17,44,144,109,11,False
6229,23,17,180,119,13,False
6230,8,8,15,10,1,False
6233,0,0,0,0,7,False
6234,0,0,0,0,11,False
6235,0,0,0,0,19,False
6236,0,0,0,0,5,False
6237,0,0,0,0,23,False
6238,0,0,0,0,5,False
6240,0,0,0,0,12,False
6241,14,20,47,33,6,False
6242,0,0,0,0,11,False
6248,21,51,409,285,47,False
6249,7,5,9,5,1,False
6252,12,9,30,19,4,False
6253,18,28,133,77,39,False
6254,22,15,146,41,9,False
6255,20,41,372,240,77,False
6256,6,3,10,3,5,False
6257,20,21,110,70,21,False
